Country,Population,Per capita GNI,Gross National Income(GNI) in USD,Gross Domestic Product (GDP),"Agriculture, hunting, forestry, fishing (ISIC A-B) (%)",Manufacturing (ISIC D) (%),"Mining, Manufacturing, Utilities (ISIC C-E) (%)",Other Activities (ISIC J-P) (%),"Transport, storage and communication (ISIC I) (%)","Wholesale, retail trade, restaurants and hotels (ISIC G-H) (%)",Construction (ISIC F) (%)
 Puerto Rico ,3301231.2,21303.4,70301040000.0,103800000000.0,0.7073764360308286,47.881707776685936,49.83332113506743,35.57017999171484,2.9330818462427746,10.084863887283237,0.9721153915221581
 Qatar ,2746868.4,60498.6,166200000000.0,168800000000.0,0.26420499703791467,8.286343319549763,44.49698860651659,32.36963744063981,5.605964721919431,8.659314787440758,13.113438859123223
 Republic of Korea ,51733439.4,32927.0,1704000000000.0,1688000000000.0,1.7673080973104265,25.841232227488153,27.93838862559242,39.70379146919431,7.476303317535544,9.253554502369669,5.404842129158768
 Republic of Moldova ,3115637.4,3930.2,12226909022.2,11727671813.2,10.155924159298335,10.578141821837862,14.053619547444379,28.14179272722556,9.663448374505371,16.533411743476563,8.0033663454289
 Romania ,19520089.0,12474.8,243600000000.0,247800000000.0,4.389878733171913,17.344283139709443,21.75834183115416,34.25124291065376,11.95823481920904,11.98417166117837,6.204524350040355
 Russian Federation ,145513439.8,10966.4,1596000000000.0,1638000000000.0,3.6515709570818076,13.418803418803419,24.945054945054945,32.75946275946276,6.715506715506716,15.042735042735043,6.752904321440781
 Rwanda ,12841085.0,759.8,9761571980.4,10101237410.0,24.996819893573814,8.35364001211016,11.840663337106932,30.176383184325132,7.4440450340826105,10.574567236114492,6.724796977125994
 Saint Kitts and Nevis ,47701.2,20226.0,964907153.0,997815555.2,1.0281719047708826,5.252139669189234,6.497601050827956,40.83676119063171,10.163089608246668,12.283053893205132,18.04089081011753
 Saint Lucia ,178504.4,10250.4,1829226774.4,1912473108.8,1.9266586615233456,3.434494095512482,6.5852986178207535,37.41075211504171,8.132711978240183,28.967539572235374,4.019929736331778
 Samoa ,212585.8,3991.8,848029571.6,874944611.8,9.413642633966788,4.749788002523248,6.905541446297985,34.12635665996338,8.061386657938844,27.08103269674882,4.831511621407988
 San Marino ,34028.4,43120.0,1467205986.4,1609303204.8,0.015930372799565808,31.37088401329206,31.37088401329206,37.49064989123546,6.537264953317143,13.798243384943515,3.945560103938967
 Sao Tome and Principe ,215145.4,2098.6,452713834.0,451130660.6,12.239486920832,6.247513960260408,8.610920558654664,30.54853416894981,11.079812738402909,30.167881389172862,5.436389219784278
 Saudi Arabia ,35397224.0,22041.4,780400000000.0,769400000000.0,2.3310606421367295,12.452322497166623,40.4211073563816,33.532622822978944,5.82503789963608,9.629062703457238,5.461532570964388
 Senegal ,16009264.6,1452.0,23291201780.2,23928179935.8,15.297157099373104,15.022693996971645,20.96937339347304,29.15229197087188,7.735366936248831,14.05729602846846,2.8179863140830066
 Serbia ,7390905.6,6797.4,50185336835.0,52547421975.8,6.256383178824729,13.891704730180276,20.22339007552846,29.678606422180376,8.829997362642947,12.818504633589974,5.210391029004077
 Seychelles ,104257.2,13201.0,1374292211.4,1446561474.0,2.759599250878432,6.275823712418322,9.104894452622482,41.58193625444223,8.837952696644264,16.3756487406632,4.014237448162538
 Sierra Leone ,8048057.0,495.4,3987942728.4,4042577027.8,58.82672282175877,1.954756855752595,4.6235194311614,21.168929866148186,3.1571725689407035,7.738244061863711,0.8180530036306363
 Singapore ,5859271.6,55473.4,325000000000.0,367400000000.0,0.032021318889493736,20.004372860696787,21.16582099618944,40.1741970604246,10.611772609471965,19.501324723026674,3.194556962166576
 Sint Maarten (Dutch part) ,42954.4,28120.0,1206315711.4,1248232252.6,,1.3388831737995104,3.9575764764211963,54.743687641195315,12.913263157898314,20.733135092522925,2.3824647647147335
 Slovakia ,5448877.8,19161.4,104185236473.0,106329993252.2,1.8659312176331297,18.887560297841432,22.42577426581999,37.19110671812424,10.172034549787028,11.295533006301115,6.348193648418519
 Slovenia ,2110853.6,25463.8,53762058637.8,54510791506.0,1.9702728497012993,20.400475822069055,23.516829938506746,35.47607188655743,9.031354615091432,12.412889012362307,5.135899772601625
 Solomon Islands ,675383.6,2325.2,1570616676.2,1574569747.6,33.52353104742199,10.122365925227307,12.634232488158851,25.50276033259665,6.337657861908233,16.938841522043223,5.016056412895355
 Somalia ,15971842.4,403.0,6456080032.6,6492367363.0,52.87241684693929,2.1796843876469967,2.7753342921855237,10.942051123732753,8.244157621922911,9.339088722173408,3.6848503700421302
 South Africa ,58052416.2,6494.6,377000000000.0,386200000000.0,2.336862204142931,12.172272966235111,20.96148448461937,44.536509580528225,7.1859474422061105,12.268831353702744,2.7748064877265666
 South Sudan ,10571144.0,369.4,3903589027.0,4038908173.8,3.904844121564069,2.13366454724126,43.23328105172382,27.924135619525188,9.403756680178674,8.548594182946067,5.626098757927647
 Spain ,47071665.4,29101.4,1368000000000.0,1366000000000.0,2.6961837363103953,11.185944363103953,14.699853587115665,43.879941434846266,7.342026204026355,16.705710102489018,5.3906468330014645
 Sri Lanka ,21645141.4,3826.2,82809406721.0,85114440957.0,8.202393223409677,16.218207468429274,19.603955047569073,33.523978456505766,11.831417431840396,12.329569485043924,7.2528357754458135
 St. Vincent and the Grenadines ,104943.6,8387.6,880180899.8,878958865.6,7.18924799249445,4.371133155790311,7.827592244949306,39.80868483090479,10.519864059495072,13.419673913805049,6.062483977976045
 State of Palestine ,4913812.4,3945.0,19388920000.0,16621320000.0,7.145708331227604,11.351556685028626,13.072388156897286,32.175895522136635,4.947150504292078,23.128127684203182,5.3797451935225356
 Sudan ,43201733.6,1249.4,52850963142.8,55127092781.0,20.926552110464357,8.362956418026386,17.096549523192603,31.681172087891095,8.60936130017685,18.47216015300141,3.2170083360739667
 Suriname ,600325.0,5714.2,3428183526.2,3760430317.0,9.53829447067507,21.974231333695528,30.21882201254469,23.344452501391746,6.518984141037601,23.026055711910693,6.960153214826876
 Sweden ,10264895.2,56208.6,577200000000.0,562600000000.0,1.3668969196942766,12.781061065090649,16.12157367539993,43.014575186633486,11.48990259996445,10.758327233380733,5.950393985282616
 Switzerland ,8574345.6,83638.2,717400000000.0,747400000000.0,0.6403166278565695,18.196414236018196,20.176612255820174,47.06984211934707,7.994821469173133,16.483810543216485,4.84220105897779
 Syrian Arab Republic ,20102409.8,1197.0,24033089529.6,21700029369.6,20.596053065537323,4.6788482379769025,26.746913771144765,17.311433735028377,9.475209562990102,22.481733506012887,3.388643107691585
 Tajikistan ,9336786.2,1005.4,9394082349.4,8096498087.6,21.623209343818385,12.806533750536053,20.734203375790837,16.354194266134886,8.009342977467734,13.208693754129062,11.036064477906466
 Thailand ,71282106.8,6784.4,483600000000.0,502600000000.0,8.390319729128532,26.303223239156388,31.63549542379626,28.33267011539992,7.958064154397134,21.058326751173894,2.5881812269797053
 Timor-Leste ,1281291.0,1888.6,2419727173.4,1830747843.2,15.768041375672068,1.7094515618981996,10.929843677993635,42.448717778721566,2.7733841112302886,15.15301252602344,11.915025119937827
 Togo ,8245995.4,873.0,7208566029.8,7181041845.0,19.372276720105923,12.907811944382285,17.688705043327875,30.091846649028962,12.36474062351046,8.357149446467261,2.6575143456777894
 Tonga ,105357.4,4868.2,512832004.6,481509486.6,17.567562084248248,5.538872097478629,8.57563494575602,32.443929008147606,5.447834763386777,12.313300578697257,6.882845950557851
 Trinidad and Tobago ,1509416.2,15277.4,23052185303.0,23497940513.4,1.027891168003692,17.297541394668734,32.96391503069316,27.618142624453274,5.747542773928759,25.61791777354785,5.306305921954968
 Tunisia ,12043693.4,3482.2,41943551528.4,43196287894.6,9.839529332638175,14.233197532162464,18.626838058475503,37.242924346772675,7.790106654559699,14.967287467792422,4.4135926338205875
 Turkmenistan ,6156832.4,6935.2,42782547785.0,45695319708.0,10.59913616744445,33.649304841843694,35.7026939105621,29.169564015691602,7.453755318411089,4.878469757614416,7.181789415569964
 Turks and Caicos Islands ,42760.2,26715.2,1138145421.2,1040162153.6,0.41304992544962366,0.6018213197177413,4.997262746014988,31.61248707828394,10.058411223470994,33.67064661868889,7.9856120425568236
 Tuvalu ,10984.4,7986.8,87689711.6,51882655.6,9.199837488657769,0.9742654730264039,2.202746152415529,51.24861341908644,4.299890154427639,14.414815343415075,13.389491188650721
 Türkiye ,83458329.2,9281.4,774400000000.0,787200000000.0,6.07133082195122,19.258130081300813,22.6880081300813,28.125,10.97226365444614,15.142276422764228,6.320718724466463
 U.R. of Tanzania: Mainland ,58278794.2,1035.6,60483027212.6,61499107294.6,27.078357343021516,8.075091254919817,14.603824281834099,18.521606805177424,8.42540858906902,10.021089669607512,13.562052156051948
 Uganda ,42969989.8,836.4,36026025461.2,36833119491.6,23.561764141044822,15.952187252942243,21.15475887883186,26.350498008221763,5.13355864368539,11.187482186350653,5.501635986227389
 Ukraine ,44151278.6,3477.2,153200000000.0,150800000000.0,9.858403822413793,10.817232173342175,20.066233794164457,28.038654939257295,10.574500108222813,14.338128850265253,2.594358449734748
 United Arab Emirates ,9214511.2,43234.4,398200000000.0,397400000000.0,0.8040653724710618,9.41390540770005,35.68193256165073,31.202818319073984,8.348353550830398,15.11884870860594,8.888248850327125
 United Kingdom ,66723393.8,42288.6,2822000000000.0,2850000000000.0,0.6177426416842104,8.807017543859649,12.112280701754386,50.73684210526316,8.996491228070175,11.67719298245614,5.417543859649123
 United States ,333838113.2,64486.8,21540000000000.0,21160000000000.0,0.8298676748582231,11.011342155009451,14.215500945179585,55.765595463138,10.482041587901701,14.621928166351609,4.150283553875236
 Uruguay ,3426599.4,16846.0,57722681489.6,60571732721.8,6.3525806868905,10.423606228995416,13.323048273135457,42.97034848407509,8.727218757764653,12.468661359066308,4.578635120341964
 Uzbekistan ,32996062.2,1858.8,61366269042.6,60751069730.6,25.996740531212403,17.59246441814786,23.713303829024973,24.595941051674426,7.039740834466063,6.387793173698364,5.672547991141299
 Vanuatu ,304552.6,3187.0,971066362.6,925038923.6,21.661992926759044,2.79100938796431,4.6630875630755995,30.933072165915938,8.51303554811842,21.389130441126877,5.332748075942693
 Venezuela (Bolivarian Republic of) ,29210217.8,4875.4,143744197415.0,164000000000.0,4.993559178902439,14.797692549024392,44.77026565256097,13.773467806707318,6.71251511097561,22.780650078292684,1.954767031097561
 Viet Nam ,95768161.6,3245.0,311000000000.0,327600000000.0,12.441983117948718,23.736167563675213,30.7991993013431,21.69343173876679,8.485859315995116,11.850544898229549,5.8378141603174605
 Yemen ,31527456.0,495.4,15449083715.2,15481367703.6,19.08677372550796,10.490198936508387,15.545678103365217,23.767855663969257,15.250662562914103,20.104287929781847,4.7849869519457275
 Zambia ,18383052.8,1227.0,22418531025.8,22982902761.2,3.267348558197493,7.623403354244183,26.31902301049535,22.344856403734187,9.844403840143416,20.35344583756033,11.701341914651966
 Zanzibar ,1625787.0,1064.0,1735362167.0,1764447447.4,22.886551367401182,6.779693516872494,9.531052423681269,22.675079158041914,4.590054609976705,22.47762113767787,9.220251169266987
 Zimbabwe ,15364216.6,1449.0,22255640390.6,22812667470.2,8.400420625528888,13.97552910708363,28.861218682999883,23.944582581302626,8.408692165902082,22.326381956223496,2.4178328532623996
